ID	phylum	"Predicted GTPase, probable translation factor
"	"Phenylalanyl-tRNA synthetase alpha subunit
"	"Arginyl-tRNA synthetase
"	"Seryl-tRNA synthetase
"	"Cysteinyl-tRNA synthetase
"	"Leucyl-tRNA synthetase
"	"Valyl-tRNA synthetase
"	"Metal-dependent proteases with possible chaperone activity
"	"Signal recognition particle GTPase (Ffh)
"	"Signal recognition particle GTPase (FtsY)
"
meta_mOTU_v2_5894	Firmicutes	1137.194923243377	1137.194923243377	713.9479466170905	0.08438224685283754	0.08438224685283754	1545.316280862596	0.08438224685283754	0.08438224685283754	2780.81350038318	0.08438224685283754
meta_mOTU_v2_5944	Firmicutes	261.1348840539328	0.0014153516498849718	60.07601885556944	128.38153355177067	41.470735710190446	73.00323883834758	93.91369653412721	41.1853028271175	270.80322718009603	216.6428648135576
meta_mOTU_v2_5991	Firmicutes	1160.7324949385793	1093.3000926046936	0.08356315987738276	0.08356315987738276	0.08356315987738276	0.08356315987738276	0.08356315987738276	0.08356315987738276	0.08356315987738276	0.08356315987738276
meta_mOTU_v2_6088	Firmicutes	6388.612403259939	2612.730888893272	9786.42267688547	5188.745919111751	945.087801852723	6054.164853053624	1490.5227444338755	1265.4716542083486	2954.517605856081	2764.1993230030466
meta_mOTU_v2_6197	Firmicutes	904.4919655609591	685.5790199437782	837.5990540486243	2389.246739489757	3871.054198926757	870.6371059837436	1503.689650558911	873.1327300525209	524.5739959022932	0.015799667546555422
meta_mOTU_v2_6272	Firmicutes	236.47613085155402	642.6020072044834	0.015026370077376191	0.015026370077376191	0.015026370077376191	0.015026370077376191	0.015026370077376191	218.63360588764436	0.015026370077376191	0.015026370077376191
meta_mOTU_v2_6348	Firmicutes	250.91218438275092	0.00930945038522366	156.71656580482286	415.306723879942	189.74164875970612	0.00930945038522366	52.18570275649194	0.00930945038522366	100.92189431638224	154.6060303715047
meta_mOTU_v2_6452	Firmicutes	1409.8601404915305	1796.8007490009031	1535.329881327399	3106.815680702949	1326.0999723313419	824.0693969548047	622.0354832822968	974.5220868100712	4064.41605536227	2391.2461520774154
meta_mOTU_v2_6478	Firmicutes	0.026325432895418534	0.026325432895418534	221.59613840122486	595.6222447012169	0.026325432895418534	0.026325432895418534	0.026325432895418534	0.026325432895418534	861.7956422457913	386.45463019611395
meta_mOTU_v2_6484	Firmicutes	2523.9567117420775	1358.504204430264	4312.976029875529	5383.211270589796	984.8560121875499	3140.1151826177584	5218.979134917526	2008.2012127990436	9217.074730589122	0.046823325339187
meta_mOTU_v2_6509	Firmicutes	4488.151395337048	4142.163848917136	6739.840082257103	5194.244223224785	1167.5038073267508	2462.6426829308734	696.842920639786	1180.0845177760107	2725.663763787166	1487.9290327033004
meta_mOTU_v2_6557	Firmicutes	0.006664204465256903	0.006664204465256903	0.006664204465256903	75.39332546601783	141.3769193075465	38.76678721101843	0.006664204465256903	0.006664204465256903	73.374039898059	202.2748753493876
meta_mOTU_v2_6602	Firmicutes	1574.386120347588	2186.448135031097	1904.8062715934525	6913.825406702598	4267.537801127439	4605.606629836155	3502.5687202067247	455.1545096834548	1033.2016447194003	507.5535654955845
meta_mOTU_v2_6631	Firmicutes	361.3547139668573	0.0069234813449253	425.8495400111691	527.8851471087814	1234.3655420632058	443.8726738063314	184.89280135665896	101.63598955626072	536.0526697335243	218.20095671850027
meta_mOTU_v2_6632	Firmicutes	0.03178613979995647	449.2372683398318	268.47821300102066	0.03178613979995647	0.03178613979995647	390.98618339146856	0.03178613979995647	0.03178613979995647	347.6431238172178	0.03178613979995647
meta_mOTU_v2_6657	Firmicutes	2385.7703341921174	1027.3047997082951	2163.6647463527875	5956.978274329198	1126.7179666724946	1944.0447896906824	2180.505059050165	0.03540793374240827	386.3977897942862	549.2045796409054
meta_mOTU_v2_6676	Firmicutes	1228.1147218554431	1294.8601058822392	4013.6709836843056	1501.4169166695876	229.90309942839204	1984.8163553204206	5293.277442740883	991.3825448445729	4891.314303462856	3662.9445298892647
meta_mOTU_v2_6699	Firmicutes	0.10251220510313959	0.10251220510313959	4292.134705137994	1151.8141120556813	4127.460816964867	1597.7605690083462	572.0497886403356	1461.3782125274834	2222.5262147286253	0.10251220510313959
meta_mOTU_v2_6700	Firmicutes	0.045115492276566097	0.045115492276566097	0.045115492276566097	0.045115492276566097	0.045115492276566097	0.045115492276566097	253.47852730400868	0.045115492276566097	0.045115492276566097	0.045115492276566097
meta_mOTU_v2_6792	Firmicutes	2441.5713858605704	0.09204926329292616	1523.571983904634	2101.93010717848	0.09204926329292616	564.0635033139575	279.99156865567943	0.09204926329292616	2954.5195147199656	0.09204926329292616
meta_mOTU_v2_6795	Firmicutes	1977.0916324477244	710.5891558707802	2091.3591096557147	1396.6514511025007	5589.354813760749	2450.334315308728	965.4567930292664	694.3476811255334	6882.7476340070725	1256.9887695664115
meta_mOTU_v2_6801	Firmicutes	98.70298858787999	506.7810019930277	61.650008697945154	163.8286992581904	149.27432087841692	43.37180566206641	82.15087127102701	0.007323968633610238	238.17840035531214	121.63228441554102
meta_mOTU_v2_6832	Firmicutes	6846.871745044763	3739.7294398882354	16175.621974428625	27494.353526442646	16613.644172242653	10564.298953928675	1472.254511772986	2224.69519687081	46614.39103721261	5473.884955373932
meta_mOTU_v2_6834	Firmicutes	0.0776745724364323	0.0776745724364323	0.0776745724364323	443.4798449242697	0.0776745724364323	0.0776745724364323	0.0776745724364323	0.0776745724364323	2548.411212215787	0.0776745724364323
meta_mOTU_v2_6875	Firmicutes	13321.348941981176	4108.397758407512	2367.5812518510547	8954.116731518612	14923.480683933662	12131.358835274787	5122.930795303132	6628.9236999997665	27160.67678638805	0.07080293143960982
meta_mOTU_v2_6878	Bacteroidetes	9044.152501623148	0.09640073399518864	3180.4238208141724	6712.458037965501	6751.034829006789	10554.681956144415	9583.815423731836	5961.9641036442845	11832.785184363993	10466.173901140082
meta_mOTU_v2_6883	Firmicutes	0.025222586170128115	0.025222586170128115	0.025222586170128115	290.68071298197685	263.0284993280073	306.05363560248753	140.59081569969788	714.9709116237154	275.2476781033019	1211.7188903928559
meta_mOTU_v2_6905	Firmicutes	1531.3061574119351	0.018707588493815385	0.018707588493815385	423.26581659259836	2574.015074369025	108.82515777418907	102.19796534770934	0.018707588493815385	1622.3109232075194	277.0993975707523
meta_mOTU_v2_6916	Firmicutes	536.1823078394577	1984.7747078252025	2084.4935170784574	1363.1240020358127	1546.9851821187488	3779.460184780113	1002.8283309544714	1990.5110220772488	4225.910090645171	889.0547623616986
meta_mOTU_v2_6937	Firmicutes	844.9536523139516	0.06269733201535181	525.0713382783136	0.06269733201535181	0.06269733201535181	0.06269733201535181	0.06269733201535181	0.06269733201535181	0.06269733201535181	0.06269733201535181
meta_mOTU_v2_6986	Firmicutes	1184.6394877594641	622.9778117798164	0.043952997192238594	1008.327594214678	1837.170926393366	0.043952997192238594	492.16877221302076	0.043952997192238594	2884.048159562742	0.043952997192238594
meta_mOTU_v2_7014	Firmicutes	946.2017018940243	0.07021014950900288	580.1106221988346	805.382131025479	2947.169154715437	411.33401776527415	390.910081440263	981.0450713352672	6864.733500667524	0.07021014950900288
meta_mOTU_v2_7031	Firmicutes	1840.8835083996923	993.5671827454452	1147.0618877443048	0.06848784991298619	718.7696713884474	0.06848784991298619	0.06848784991298619	0.06848784991298619	742.4631170327228	0.06848784991298619
meta_mOTU_v2_7056	Firmicutes	3427.205425497438	984.8786641470039	581.926182155051	789.7321450310686	723.0939459858648	2207.2562834993037	387.7545472472898	1002.1560181592491	759.9665902642589	3284.864316147262
meta_mOTU_v2_7061	Firmicutes	0.053978274392296396	758.5347332922667	0.053978274392296396	0.053978274392296396	0.053978274392296396	0.053978274392296396	0.053978274392296396	0.053978274392296396	0.053978274392296396	0.053978274392296396
meta_mOTU_v2_7076	Firmicutes	0.11800675730293668	0.11800675730293668	0.11800675730293668	0.11800675730293668	0.11800675730293668	0.11800675730293668	0.11800675730293668	0.11800675730293668	1296.3812943476769	0.11800675730293668
meta_mOTU_v2_7082	Actinobacteria	0.09943716575439696	0.09943716575439696	857.5032175878094	0.09943716575439696	0.09943716575439696	1150.005562316178	0.09943716575439696	0.09943716575439696	0.09943716575439696	0.09943716575439696
meta_mOTU_v2_7093	Firmicutes	0.05357893057847618	0.05357893057847618	0.05357893057847618	0.05357893057847618	0.05357893057847618	328.3233151984727	0.05357893057847618	0.05357893057847618	0.05357893057847618	0.05357893057847618
meta_mOTU_v2_7104	Firmicutes	0.06748948496951804	0.06748948496951804	0.06748948496951804	0.06748948496951804	0.06748948496951804	0.06748948496951804	380.05094990437743	0.06748948496951804	0.06748948496951804	0.06748948496951804
meta_mOTU_v2_7130	Firmicutes	587.3131388394409	157.14000451534332	364.95592279907004	0.010895572831309501	114.3473961220717	66.19088973868789	180.34027563641942	0.010895572831309501	1072.3909339921465	0.010895572831309501
meta_mOTU_v2_7154	Firmicutes	2306.2779577330957	11138.79191759274	1372.551283044096	1995.5144442629444	1726.1927555479836	916.5529023424635	0.0855685038766383	1237.7196073295584	1905.4273618810969	2637.793113669287
meta_mOTU_v2_7157	Firmicutes	0.08815564549194509	0.08815564549194509	0.08815564549194509	981.5628108533352	0.08815564549194509	514.6364068005734	984.8973793354174	0.08815564549194509	955.6777650216559	0.08815564549194509
meta_mOTU_v2_7170	Bacteroidetes	157.0279705695188	2897.633225593177	1157.5806345750398	1090.2377886425493	1291.8852940474233	751.240082250572	858.4868748065337	478.8679188794555	1565.212127532085	3270.6899349976475
meta_mOTU_v2_7180	Firmicutes	2519.4751117571113	1659.8153577778419	0.006232124824823541	0.006232124824823541	841.7993217915089	0.006232124824823541	1124.0782088788499	806.5300892190368	5315.628775457833	0.006232124824823541
meta_mOTU_v2_7186	Firmicutes	0.03025046416312212	0.03025046416312212	0.03025046416312212	343.0155224509265	0.03025046416312212	0.03025046416312212	0.03025046416312212	0.03025046416312212	0.03025046416312212	492.4348488795712
meta_mOTU_v2_7275	Firmicutes	0.09304762996520763	0.09304762996520763	819.5949654346664	2124.727649400996	0.09304762996520763	1140.2696289558269	526.3786829182417	1334.165937142232	3889.2546916475976	870.9110248787031
meta_mOTU_v2_7281	Firmicutes	0.06141239040421574	0.06141239040421574	0.06141239040421574	0.06141239040421574	643.1455252567974	0.06141239040421574	1386.2976465113866	0.06141239040421574	1334.3901223328678	0.06141239040421574
meta_mOTU_v2_7306	Firmicutes	914.9179360519821	0.06788882851309072	0.06788882851309072	775.1491788438857	0.06788882851309072	0.06788882851309072	0.06788882851309072	0.06788882851309072	0.06788882851309072	0.06788882851309072
meta_mOTU_v2_7317	Firmicutes	0.07308032777696294	0.07308032777696294	0.07308032777696294	813.7077500883724	0.07308032777696294	0.07308032777696294	0.07308032777696294	0.07308032777696294	0.07308032777696294	0.07308032777696294
meta_mOTU_v2_7329	Firmicutes	777.0224797584434	0.057971737039041356	1049.3164633646159	3745.7733292907706	0.057971737039041356	355.2417468391635	328.3277064612689	0.057971737039041356	0.057971737039041356	893.5671559964371
meta_mOTU_v2_7355	Firmicutes	718.97644588665	0.03630199425731492	0.03630199425731492	203.0356225298308	0.03630199425731492	0.03630199425731492	0.03630199425731492	528.1938262214823	0.03630199425731492	613.2054825377243
meta_mOTU_v2_7356	Firmicutes	1209.9962297435582	2890.05565697318	730.0232446899762	2051.54738142458	2583.9441015856546	330.9106754049646	1746.0383640355099	0.022201486527172215	477.1470663322029	996.0527531741523
meta_mOTU_v2_7451	Firmicutes	0.006223127369183484	270.8280810470238	54.52335260905548	214.64359303833677	66.01298420053755	153.0892350849217	137.25081972589487	182.16137978806643	131.7364544453697	91.62754819174276
meta_mOTU_v2_7527	Firmicutes	1539.13879853585	1474.6738466145637	1862.1529454117563	2183.413521704538	401.256636706573	693.9040526113693	2188.4455306521354	3723.5282163915567	4641.550826867673	2133.7913523493876
meta_mOTU_v2_7531	Firmicutes	0.04457371217185056	0.04457371217185056	373.29146153101436	0.04457371217185056	0.04457371217185056	273.14074381401565	0.04457371217185056	0.04457371217185056	0.04457371217185056	0.04457371217185056
meta_mOTU_v2_7541	Firmicutes	2376.5961820623165	481.0074180031413	1014.6339552981394	1521.3018825905654	345.7589685530409	1553.6630877641028	1756.3325000696868	318.80006672711295	3730.4758729185605	1234.9316022997752
meta_mOTU_v2_7546	Firmicutes	760.1382532459857	0.01890495576968191	1854.7284419747266	429.7023460842156	398.48602771583734	347.50203560056497	106.8245254860828	0.01890495576968191	2081.298072925224	957.9775356947778
meta_mOTU_v2_7643	Firmicutes	0.055314106408078385	0.055314106408078385	0.055314106408078385	0.055314106408078385	582.9938064241913	0.055314106408078385	0.055314106408078385	0.055314106408078385	0.055314106408078385	0.055314106408078385
meta_mOTU_v2_7737	Proteobacteria	139.72537422253552	210.72579529770186	199.52096095763636	381.73461651427203	88.93166671565166	391.17558424860647	189.63762204308998	216.0085489830687	389.9615991884943	171.18612672731538
meta_mOTU_v2_7769	Firmicutes	0.06808850443395745	0.06808850443395745	585.1202500863532	0.06808850443395745	0.06808850443395745	415.17308322519176	384.30143032840374	0.06808850443395745	0.06808850443395745	0.06808850443395745
meta_mOTU_v2_7782	Firmicutes	0.09105089854489738	0.09105089854489738	0.09105089854489738	984.9002099451618	0.09105089854489738	0.09105089854489738	0.09105089854489738	0.09105089854489738	0.09105089854489738	0.09105089854489738
meta_mOTU_v2_7788	Firmicutes	6260.334945894008	2207.4514651136155	2567.309081510928	4062.584965657111	4780.793730749365	5513.390104109927	433.04308255448126	2239.8176533545047	5927.194856204757	3660.2279889184165
ref_mOTU_v2_0036	Proteobacteria	6768.445720751775	7501.960193415085	6944.390110891619	8870.075530523995	4964.945964829638	5922.196366102606	6424.938791937557	6032.356680095945	10756.214119933766	5591.830771790401
ref_mOTU_v2_0199	Firmicutes	492.4788744153364	0.07427836709408915	0.07427836709408915	0.07427836709408915	0.07427836709408915	0.07427836709408915	207.28526220634973	0.07427836709408915	703.2393829101818	0.07427836709408915
ref_mOTU_v2_0261	Firmicutes	370.98455170649544	121.70490324242743	163.13318457604387	0.009326826677891689	102.46128202474364	329.6348581678327	0.009326826677891689	0.009326826677891689	0.009326826677891689	0.009326826677891689
ref_mOTU_v2_0281	Firmicutes	7392.738406232047	664.8281550658363	0.09191810097203393	3170.372432934256	0.09191810097203393	0.09191810097203393	513.5122053450375	0.09191810097203393	0.09191810097203393	0.09191810097203393
ref_mOTU_v2_0455	Bacteroidetes	1055.6060772073947	3377.917787697809	1359.9377750751269	3313.340135853031	1965.8975647552404	1295.5121958156749	898.6115248322715	2074.363643595357	3523.952865369167	1531.3914503370618
ref_mOTU_v2_0458	Bacteroidetes	1004.8320371186653	7612.833853549778	2782.5454747466897	9570.410062519311	1503.144782270985	3133.634053437044	4000.905085336127	543.8086545743442	8384.717644691951	2311.0649543275745
ref_mOTU_v2_0466	Firmicutes	729.0461509673744	0.0540967524745748	453.04406591624377	1857.2078683401892	567.7372708989009	333.1515897033972	0.0540967524745748	0.0540967524745748	0.0540967524745748	836.4525038086819
ref_mOTU_v2_0632	Actinobacteria	0.19787595987154685	0.19787595987154685	0.19787595987154685	1137.6638979862364	0.19787595987154685	0.19787595987154685	0.19787595987154685	0.19787595987154685	0.19787595987154685	0.19787595987154685
ref_mOTU_v2_0642	(Firmicutes/Actinobacteria)	1192.9533315508922	0.08585940282381273	735.2732770851213	0.08585940282381273	843.6475179592112	0.08585940282381273	0.08585940282381273	0.08585940282381273	0.08585940282381273	0.08585940282381273
ref_mOTU_v2_0692	Bacteroidetes	2949.072963376658	6957.232226646929	3686.8712843122144	1358.9956525363714	1170.309530394626	3355.6025194782883	3464.7663065587385	424.3499158160303	2795.364088187622	1827.9281828209191
ref_mOTU_v2_0775	Bacteroidetes	2568.3544171657845	4042.2757913763116	740.532311151645	957.6386101815086	2072.8802114915875	821.1627672088624	1182.3293521858986	1013.5372662700837	710.8538313001554	2907.478582144659
ref_mOTU_v2_0858	Firmicutes	3563.257272330747	0.08765646240256547	0.08765646240256547	0.08765646240256547	895.1834053694141	999.7041246397758	1967.4653435274295	0.08765646240256547	474.13507615418143	0.08765646240256547
ref_mOTU_v2_0885	Firmicutes	339.4955710823817	0.025260106473874798	898.3447200757096	0.025260106473874798	0.025260106473874798	311.87908772620267	142.5717179259482	0.025260106473874798	535.8773208827952	0.025260106473874798
ref_mOTU_v2_0898	Bacteroidetes	3728.7193190964936	10630.085411501104	4521.148211798486	10054.156518402924	5252.230803468341	3412.5617410509703	1607.5008305745152	7356.373869305728	6571.919966012608	3847.112080142201
ref_mOTU_v2_0899	Bacteroidetes	1577.9158980833913	9517.064672055882	3565.175669404224	6606.921037841038	2098.7161148545965	4115.682428143603	3803.750256456779	3030.098673177346	2340.8273380787705	4435.673221718379
ref_mOTU_v2_0901	Bacteroidetes	3166.8675197620023	18280.522104363787	2598.4695374851894	1828.1230955907213	1579.1820988441943	821.3460362736823	4009.407648180756	1229.3807266172612	2636.681166546477	2443.219774162949
ref_mOTU_v2_1042	Firmicutes	0.0918046957918288	0.0918046957918288	0.0918046957918288	1060.4917739779405	0.0918046957918288	0.0918046957918288	511.1423541973887	0.0918046957918288	1004.0625073386378	0.0918046957918288
ref_mOTU_v2_1072	Bacteroidetes	3378.2915137631276	1235.4801008369272	0.016222470022254312	1317.8443593839056	850.3354909813288	1862.706030511806	764.6264043021732	0.016222470022254312	1173.2166434788087	5500.772061853554
ref_mOTU_v2_1073	Bacteroidetes	0.021215259270410628	641.1730285571816	1916.620774376481	738.6281041849136	370.6952190607053	0.021215259270410628	2384.2513134579167	1538.7855671700142	3754.466663465991	3609.4155069203753
ref_mOTU_v2_1074	Bacteroidetes	4484.433099316903	26315.98513968564	5792.66251233342	6583.186886351128	1624.7906285898468	6330.943319029639	4725.598078226034	5485.993574115237	11948.961226940366	17596.523529999376
ref_mOTU_v2_1149	Proteobacteria	1969.6916422253435	11490.462482544704	5892.87169514523	7347.848827461357	1487.4188333120333	3022.743275533977	2865.2768884109732	5974.03971739421	14828.730182376336	1400.945254636279
ref_mOTU_v2_1309	Firmicutes	0.08324858627250792	0.08324858627250792	0.08324858627250792	948.3306394090814	0.08324858627250792	0.08324858627250792	0.08324858627250792	0.08324858627250792	0.08324858627250792	0.08324858627250792
ref_mOTU_v2_1376	Firmicutes	0.040957549834177216	0.040957549834177216	682.4974079400225	0.040957549834177216	0.040957549834177216	0.040957549834177216	1145.2059763372672	0.040957549834177216	444.99053753630426	0.040957549834177216
ref_mOTU_v2_1379	Firmicutes	0.05975325490917805	0.05975325490917805	0.05975325490917805	1591.610343706698	621.090216659327	5894.251346868243	653.5178013311831	0.05975325490917805	2608.1091309546364	2824.752210243023
ref_mOTU_v2_1382	Bacteroidetes	5288.095644795755	4133.722442087379	7225.282666892352	3434.186106139732	984.9077975883288	0.09863847342363882	1660.4936029004443	0.09863847342363882	9733.906653283399	5690.361131331998
ref_mOTU_v2_1383	Actinobacteria	0.04258687136188343	0.04258687136188343	679.7937229506824	0.04258687136188343	0.04258687136188343	0.04258687136188343	233.68341115729186	1014.6637860622967	0.04258687136188343	0.04258687136188343
ref_mOTU_v2_1387	Firmicutes	54.476540930967545	58.310383258134635	237.91388129174507	223.4025260710319	42.038843157318254	99.16845038644861	112.58877664726596	117.30471583671157	130.8097288685893	0.004031229873329002
ref_mOTU_v2_1405	Proteobacteria	15747.733506535978	0.08964630855775316	21271.68893932191	31581.9028823888	12228.024388278243	12589.65073134803	17030.87485805628	0.08964630855775316	13311.993720007147	5596.866675499817
ref_mOTU_v2_1416	Firmicutes	5151.236738920646	1842.6127904274308	2107.600252596977	13189.52210024229	2118.2266796325453	6105.970538734285	1855.5505490502574	2549.8254639984148	11257.87227920028	4415.193187368824
ref_mOTU_v2_1427	Firmicutes	8424.524129813415	5660.941911790919	1428.3413553082717	6923.93051279241	1637.6154727264748	7978.420585553439	5120.852113522756	2846.044401607487	25724.339399819102	6361.731969301572
ref_mOTU_v2_1481	Bacteroidetes	1338.1356790232287	1435.9501884768767	2755.8334905301554	801.8750840857517	1452.2178978289915	1068.7679308592421	2242.4241193714324	0.033189560582166135	0.033189560582166135	4371.697405864117
ref_mOTU_v2_1594	Bacteroidetes	0.07328000112558082	1056.8714363202653	0.07328000112558082	1704.9080415861079	1469.280472902229	393.35398673983724	0.07328000112558082	0.07328000112558082	0.07328000112558082	3203.436587224305
ref_mOTU_v2_1706	Bacteroidetes	1711.9041926137436	4580.71557341268	4740.629516322504	3335.177028517339	1434.6753300289658	2249.9262066311726	0.015966162719754075	1389.666408807817	6428.330938957097	6398.198212517834
ref_mOTU_v2_1825	Bacteroidetes	2763.200718748758	5533.480152220525	1969.648010018104	3099.0429995629934	296.7734318657657	1590.4213719946647	2329.914013809882	853.8188677824412	983.5532384795815	1271.2647861921666
ref_mOTU_v2_2090	Bacteroidetes	0.08486103708164251	1231.0963425656767	699.9910545434981	0.08486103708164251	1698.0317320875959	1327.3911095843666	508.026491748834	1324.5908854493955	0.08486103708164251	0.08486103708164251
ref_mOTU_v2_2358	Firmicutes	228.5967631052346	61.35752541856724	148.20513904609388	194.94941917805656	265.16120592353855	415.62355792596077	333.3664027991766	0.008458321527631063	274.4648111071566	135.45445060215891
ref_mOTU_v2_2553	Bacteroidetes	1835.1497319321538	11817.778613223727	4515.294182511372	8712.377871930561	2747.0614688038554	2552.4454883093053	3829.25783475696	984.8772989317524	6736.382964746427	7287.311271704657
ref_mOTU_v2_2795	Firmicutes	445.3586209963422	480.7227035714608	0.033136827527849515	741.2324687625755	0.033136827527849515	405.57768445416224	370.63280279505165	477.9116534733493	1084.7750794753674	0.033136827527849515
ref_mOTU_v2_2805	Firmicutes	6169.470848145802	2332.4608079508425	4337.967198618982	18266.26820055569	8476.338302681916	1919.4789545094536	3505.2710482265657	2360.0636817617137	11423.804667439364	3186.1653758853495
ref_mOTU_v2_2893	Firmicutes	610.0498226498764	984.8318842208571	1113.8533201156904	390.5109905056937	0.022696167629536447	691.0102128895984	504.82530137900545	0.022696167629536447	1990.0667442996644	352.035204683799
ref_mOTU_v2_3597	Bacteroidetes	0.08785613031524099	1263.3998989654501	0.08785613031524099	2044.031397057435	816.1255787412765	0.08785613031524099	0.08785613031524099	0.08785613031524099	0.08785613031524099	0.08785613031524099
ref_mOTU_v2_3624	Firmicutes	1329.608967126896	1931.923793003695	322.6533678488726	548.2039496062347	858.05688067825	456.40107979097274	271.6093414962847	703.4448075763582	1568.8551414614421	0.00966987959375366
ref_mOTU_v2_4202	Firmicutes	790.7308339423628	0.05963567966933209	488.64715357410046	0.05963567966933209	0.05963567966933209	0.05963567966933209	328.32937423983145	0.05963567966933209	0.05963567966933209	0.05963567966933209
ref_mOTU_v2_4207	Firmicutes	0.05602422621999896	0.05602422621999896	0.05602422621999896	0.05602422621999896	0.05602422621999896	0.05602422621999896	0.05602422621999896	0.05602422621999896	2445.344545349679	880.0483900850342
ref_mOTU_v2_4209	Firmicutes	606.4093230214283	0.04487390969861605	2371.362987388995	1547.7583279245314	0.04487390969861605	824.8511742425193	1522.909717418221	643.425757417747	937.8542973320127	0.04487390969861605
ref_mOTU_v2_4211	Firmicutes	1730.8609665405345	347.65349133825134	0.024034675499313773	3325.840044523755	535.654293663789	279.27408112851833	0.024034675499313773	0.024034675499313773	1498.6541828158654	0.024034675499313773
ref_mOTU_v2_4234	Firmicutes	0.08408630517459555	0.08408630517459555	0.08408630517459555	0.08408630517459555	0.08408630517459555	2084.1184649069596	948.0220093381206	0.08408630517459555	907.5738923121827	0.08408630517459555
ref_mOTU_v2_4266	Bacteroidetes	846.4106194579043	7568.967258848279	348.6378947810837	1594.2863423061917	1968.244973703567	1352.0423803185333	1062.8204388027166	939.0182537625544	2021.1239540721817	1978.3058394924683
ref_mOTU_v2_4268	Firmicutes	0.0873797436278322	0.0873797436278322	0.0873797436278322	986.2806051921042	0.0873797436278322	1602.1931028546962	0.0873797436278322	0.0873797436278322	0.0873797436278322	0.0873797436278322
